ko	description	ptw_count
K20246	L-histidine Nalpha-methyltransferase / hercynylcysteine S-oxide synthase [EC:2.1.1.44 1.14.99.51]	1
K20247	hercynylcysteine S-oxide lyase [EC:4.4.1.36]	1
K20248	acyl homoserine lactone synthase [EC:2.3.1.184]	3
K20249	acyl homoserine lactone synthase [EC:2.3.1.184]	3
K20250	acyl homoserine lactone synthase [EC:2.3.1.184]	3
K20251	glutamate receptor-interacting protein	0
K20252	LuxR family transcriptional regulator, quorum-sensing system regulator CinR	1
K20253	LuxR family transcriptional regulator, quorum-sensing system regulator BisR	1
K20254	perilipin-4	1
K20255	perilipin-5	1
K20256	flavin reductase [EC:1.-.-.-]	1
K20257	2-aminobenzoylacetyl-CoA thioesterase [EC:3.1.2.32]	4
K20258	PA-I galactophilic lectin	2
K20259	PA-IIL fucose-binding lectin	2
K20260	phenazine biosynthesis protein	3
K20261	trans-2,3-dihydro-3-hydroxyanthranilic acid synthase [EC:3.3.2.15]	3
K20262	dihydrophenazinedicarboxylate synthase [EC:1.10.3.16]	3
K20263	two-component system, NarL family, sensor histidine kinase FusK [EC:2.7.13.3]	2
K20264	two-component system, NarL family, response regulator FusR	2
K20265	glutamate:GABA antiporter	1
K20266	type IV secretion system protein TrbJ	1
K20267	type IV secretion system protein TrbH	1
K20268	rhizosphere induced protein	1
K20269	rhizosphere induced protein	1
K20270	rhizosphere induced protein	1
K20271	DeoR family transcriptional regulator, repressor of opine catabolism and conjugal transfer	1
K20272	TraR antiactivator	1
K20273	zinc metalloprotease ZmpA	1
K20274	zinc metalloprotease ZmpB	1
K20275	nematocidal protein AidA	1
K20276	large repetitive protein	1
K20277	mannose-binding lectin	1
K20278	inositol polyphosphate 5-phosphatase INPP5E [EC:3.1.3.36]	3
K20279	synaptojanin [EC:3.1.3.36]	3
K20280	trafficking protein particle complex subunit 5	0
K20281	GRIP and coiled-coil domain-containing protein 1	0
K20282	GRIP and coiled-coil domain-containing protein 2	0
K20283	golgin subfamily A member 4	0
K20284	Rab GTPase-activating protein 1	0
K20285	Rab9 effector protein with kelch motifs	0
K20286	TATA element modulatory factor	0
K20287	perilipin-3	0
K20288	conserved oligomeric Golgi complex subunit 1	0
K20289	conserved oligomeric Golgi complex subunit 2	0
K20290	conserved oligomeric Golgi complex subunit 3	0
K20291	conserved oligomeric Golgi complex subunit 4	0
K20292	conserved oligomeric Golgi complex subunit 5	0
K20293	conserved oligomeric Golgi complex subunit 6	0
K20294	conserved oligomeric Golgi complex subunit 7	0
K20295	conserved oligomeric Golgi complex subunit 8	0
K20296	vacuolar protein sorting-associated protein 51	0
K20297	vacuolar protein sorting-associated protein 51	0
K20298	vacuolar protein sorting-associated protein 52	0
K20299	vacuolar protein sorting-associated protein 53	0
K20300	trafficking protein particle complex subunit 1	0
K20301	trafficking protein particle complex subunit 2	0
K20302	trafficking protein particle complex subunit 3	0
K20303	trafficking protein particle complex subunit 4	0
K20304	trafficking protein particle complex subunit 6	0
K20305	trafficking protein particle complex subunit 8	0
K20306	trafficking protein particle complex subunit 9	0
K20307	trafficking protein particle complex subunit 10	0
K20308	trafficking protein particle complex subunit 11	0
K20309	trafficking protein particle complex subunit 12	0
K20310	trafficking protein particle complex subunit 13	0
K20311	trafficking protein particle complex II-specific subunit 65	0
K20312	TRAPP-associated protein TCA17	0
K20313	pleckstrin homology domain-containing family A member 3	0
K20314	arfaptin	0
K20315	Rho GTPase-activating protein 21/23	0
K20316	short coiled-coil protein	0
K20317	c-Jun-amino-terminal kinase-interacting protein 4	0
K20318	protein SYS1	0
K20319	beta-lactamase class C ADC [EC:3.5.2.6]	1
K20320	beta-lactamase class C PDC [EC:3.5.2.6]	1
K20321	mutacin IV	1
K20322	mutacin IV	1
K20323	mutacin V	1
K20324	mutacin VI	1
K20325	TetR/AcrR family transcriptional regulator, Clp-modulated transcription factor	1
K20326	protein XagA	1
K20327	glycosyltransferase XagB	1
K20328	membrane protein XagC	1
K20329	IclR family transcriptional regulator, positive regulator for flagellar biogenesis	1
K20330	LuxR family transcriptional regulator, activator of tox operons	1
K20331	toxoflavin biosynthesis protein ToxA	1
K20332	toxoflavin biosynthesis protein ToxC	1
K20333	toxoflavin biosynthesis protein ToxD	1
K20334	LuxR family transcriptional regulator, quorum-sensing system regulator CviR	1
K20335	phenol-soluble modulin alpha 1/2	1
K20336	phenol-soluble modulin alpha 3	1
K20337	phenol-soluble modulin beta	1
K20338	MarR family transcriptional regulator, global regulator for virulence	1
K20339	two-component system, LytTR family, sensor histidine kinase AgrC2 [EC:2.7.13.3]	2
K20340	two-component system, LytTR family, response regulator AgrA2	2
K20341	immunity protein	1
K20342	HTH-type transcriptional regulator, regulator for ComX	1
K20343	peptide pheromone BlpC	1
K20344	ATP-binding cassette, subfamily C, bacteriocin exporter	2
K20345	membrane fusion protein, peptide pheromone/bacteriocin exporter	1
K20346	p24 family protein alpha	0
K20347	p24 family protein beta-1	0
K20348	p24 family protein gamma-1	0
K20349	p24 family protein gamma-3	0
K20350	p24 family protein gamma-4	0
K20351	p24 family protein gamma-5	0
K20352	p24 family protein delta-1	0
K20353	COPII coat assembly protein SEC16	0
K20354	protein disulfide-isomerase-like protein of the testis	0
K20355	endoplasmic reticulum protein 27	0
K20356	anterior gradient protein 2	0
K20357	anterior gradient protein 3	0
K20358	golgin subfamily A member 2	0
K20359	PRA1 family protein 1	0
K20360	TBC1 domain family member 2	0
K20361	intracellular protein transport protein USO1	0
K20362	protein transport protein YIF1	0
K20363	protein transport protein YIP1	0
K20364	multiple coagulation factor deficiency protein 2	0
K20365	endoplasmic reticulum-Golgi intermediate compartment protein 1	0
K20366	endoplasmic reticulum-Golgi intermediate compartment protein 2	0
K20367	endoplasmic reticulum-Golgi intermediate compartment protein 3	0
K20368	protein cornichon	0
K20369	ER-derived vesicles protein	0
K20370	phosphoenolpyruvate carboxykinase (diphosphate) [EC:4.1.1.38]	2
K20371	nucleobindin	0
K20372	TBC1 domain family member 20	0
K20373	HTH-type transcriptional regulator, SHP2-responsive activator	1
K20374	HTH-type transcriptional regulator, SHP3-responsive repressor	1
K20375	HTH-type transcriptional regulator, pheromone-responsive regulator	1
K20376	peptide inhibitor iCF10	1
K20377	HTH-type transcriptional regulator, major conjugation operon repressor	1
K20378	sex pheromone inhibitor iAD1	1
K20379	sex pheromone cAD1	1
K20380	HTH-type transcriptional regulator, pheromone-responsive repressor	1
K20381	regulatory protein	1
K20382	aggregation substance	1
K20383	CylL-L protein	1
K20384	CylL-S protein	1
K20385	CylM protein	1
K20386	ATP-binding cassette, subfamily B, bacterial CylB	2
K20387	regulatory protein CylR1	1
K20388	HTH-type transcriptional regulator, cytolysin regulator	1
K20389	phosphatase RapH regulator	1
K20390	regulatory peptide PapR	1
K20391	HTH-type transcriptional regulator, pleiotropic regulator of extracellular virulence genes	1
K20392	PRA1 family protein 2	0
K20393	PRA1 family protein 3	0
K20394	sestrin 2	3
K20395	CO300B/D/F antigen	0
K20396	TBC1 domain family member 7	1
K20397	ragulator complex protein LAMTOR1	1
K20398	ragulator complex protein LAMTOR2	1
K20399	ragulator complex protein LAMTOR4	1
K20400	folliculin-interacting protein 1	1
K20401	folliculin-interacting protein 2	1
K20402	DEP domain-containing mTOR-interacting protein	2
K20403	TELO2-interacting protein 1	1
K20404	DEP domain-containing protein 5	1
K20405	nitrogen permease regulator 2-like protein	1
K20406	nitrogen permease regulator 3-like protein	1
K20407	WD repeat-containing protein mio	1
K20408	WD repeat-containing protein 24	1
K20409	WD repeat-containing protein 59	1
K20410	target of rapamycin complex 2 subunit MAPKAP1	1
K20411	proline-rich protein 5	1
K20412	peptidase inhibitor 16	0
K20413	hepatitis A virus cellular receptor 1	0
K20414	hepatitis A virus cellular receptor 2	0
K20415	ACP-SH:acetate ligase [EC:6.2.1.35]	0
K20416	palmitoyl-[glycerolipid] 7-desaturase [EC:1.14.19.42]	0
K20417	palmitoyl-[glycerolipid] 3-(E)-desaturase [EC:1.14.19.43]	0
K20418	L-isoleucine 4-hydroxylase [EC:1.14.11.45]	0
K20419	gamma-glutamylanilide synthase [EC:6.3.1.18]	0
K20420	2-hydroxy-5-methyl-1-naphthoate 7-hydroxylase [EC:1.14.99.49]	2
K20421	2,7-dihydroxy-5-methyl-1-naphthoate 7-O-methyltransferase [EC:2.1.1.303]	2
K20422	neocarzinostatin naphthoate synthase [EC:2.3.1.237]	2
K20423	2-hydroxy-7-methoxy-5-methyl-1-naphthoate---CoA ligase [EC:6.2.1.43]	2
K20424	2-epi-valiolone-7-phosphate 1-reductase [EC:1.1.1.-]	2
K20425	cyclitol oxidoreductase	2
K20426	1-epi-valienol-7-phosphate kinase [EC:2.7.-.-]	2
K20427	valienol-1-phosphate guanylyltransferase [EC:2.7.7.91]	2
K20428	dTDP-4-amino-4,6-dideoxy-D-glucose transaminase [EC:2.6.1.33]	2
K20429	dTDP-4-amino-4,6-dideoxy-D-glucose transaminase [EC:2.6.1.33]	0
K20430	glycosyltransferase AcbS [EC:2.4.-.-]	2
K20431	2-epi-5-epi-valiolone epimerase [EC:5.1.3.33]	2
K20432	5-epi-valiolone dehydratase [EC:4.2.1.-]	2
K20433	C7-cyclitol 7-kinase [EC:2.7.1.214]	2
K20434	cyclitol reductase	2
K20435	validone 7-phosphate aminotransferase [EC:2.6.1.-]	2
K20436	validamine 7-phosphate valienyltransferase [EC:2.5.1.135]	2
K20437	validoxylamine A 7-phosphate phosphatase [EC:3.1.3.101]	2
K20438	validoxylamine A glucosyltransferase [EC:2.4.1.338]	2
K20439	putative phosphohexomutase / phosphatase	2
K20440	salbostatin 6-phosphate phosphatase [EC:3.1.3.-]	2
K20441	5-epi-valiolone oxidase [EC:1.1.3.-]	2
K20442	2-keto-5-epi-valolone aminotransferase [EC:2.6.1.-]	2
K20443	cetoniacytone B acyltransferase [EC:2.3.1.-]	2
K20444	O-antigen biosynthesis protein [EC:2.4.1.-]	0
K20445	nicotinate dehydrogenase FAD-subunit [EC:1.17.1.5]	2
K20446	nicotinate dehydrogenase small FeS subunit [EC:1.17.1.5]	2
K20447	nicotinate dehydrogenase large molybdopterin subunit [EC:1.17.1.5]	2
K20448	nicotinate dehydrogenase medium molybdopterin subunit [EC:1.17.1.5]	2
K20449	6-hydroxynicotinate reductase [EC:1.3.7.1]	2
K20450	2-methyleneglutarate mutase [EC:5.4.99.4]	2
K20451	methylitaconate Delta-isomerase [EC:5.3.3.6]	2
K20452	dimethylmaleate hydratase large subunit [EC:4.2.1.85]	2
K20453	dimethylmaleate hydratase small subunit [EC:4.2.1.85]	2
K20454	2,3-dimethylmalate lyase [EC:4.1.3.32]	2
K20455	2-methylcitrate dehydratase (2-methyl-trans-aconitate forming) [EC:4.2.1.117]	1
K20456	oxysterol-binding protein 1	0
K20457	dihydrofolate synthase [EC:6.3.2.12]	2
K20458	3-hydroxybenzoate/4-hydroxybenzoate---CoA ligase [EC:6.2.1.37 6.2.1.27]	4
K20459	lantibiotic transport system ATP-binding protein	1
K20460	lantibiotic transport system permease protein	1
K20461	lantibiotic transport system permease protein	1
K20462	oxysterol-binding protein 2	0
K20463	oxysterol-binding protein-related protein 3/6/7	0
K20464	oxysterol-binding protein-related protein 5	1
K20465	oxysterol-binding protein-related protein 9/10/11	0
K20466	heme transporter	0
K20467	heme-binding protein	0
K20468	putative heme transporter	0
K20469	putative heme transporter	0
K20470	trehalose monomycolate/heme transporter	0
K20471	coatomer subunit delta	0
K20472	coatomer subunit zeta	0
K20473	neuroblastoma-amplified sequence	0
K20474	RAD50-interacting protein 1	0
K20475	protein transport protein SEC39	0
K20476	RAB6A-GEF complex partner protein 1	0
K20477	RAB6A-GEF complex partner protein 2	0
K20478	golgin subfamily B member 1	0
K20479	WASP homolog-associated protein with actin, membranes and microtubules	1
K20480	HTH-type transcriptional regulator, quorum sensing regulator NprR	1
K20481	regulatory peptide NprX	1
K20482	lantibiotic bacteriocin	2
